accuracy,loss,val_accuracy,val_loss
0.7870244383811951,0.42881256341934204,0.9428571462631226,0.18384402990341187
0.95482337474823,0.15434764325618744,0.9571428298950195,0.12666380405426025
0.9802989363670349,0.08107051998376846,0.988095223903656,0.04156536981463432
0.991847813129425,0.04648273065686226,0.988095223903656,0.042541276663541794
0.9915081262588501,0.04312336817383766,1.0,0.018409986048936844
0.9942255616188049,0.043974343687295914,1.0,0.018694695085287094
0.9959239363670349,0.03601858764886856,1.0,0.020035866647958755
0.99388587474823,0.03523252159357071,1.0,0.018152205273509026
0.989130437374115,0.0543067492544651,0.9714285731315613,0.09164317697286606
0.995244562625885,0.030672775581479073,1.0,0.017385127022862434
