accuracy,loss,val_accuracy,val_loss
0.793433666229248,0.8347746729850769,0.8500000238418579,0.6252188682556152
0.8500000238418579,0.5408344864845276,0.8285714387893677,0.666508674621582
0.906292736530304,0.5209522843360901,0.9595237970352173,0.3742634356021881
0.8500000238418579,0.5890461206436157,0.9595237970352173,0.377888947725296
0.9493843913078308,0.3812944293022156,0.9666666388511658,0.324530690908432
0.949999988079071,0.42884141206741333,0.9666666388511658,0.3200424313545227
0.9716142416000366,0.3165076673030853,0.9833333492279053,0.2604392170906067
1.0,0.2468489110469818,0.9809523820877075,0.2674655020236969
0.9839261174201965,0.27227193117141724,0.9928571581840515,0.23290535807609558
1.0,0.22368791699409485,0.9952380657196045,0.23130051791667938
0.9774281978607178,0.27570879459381104,0.9904761910438538,0.22567780315876007
1.0,0.22244682908058167,0.988095223903656,0.2286703735589981
0.9887140989303589,0.24468234181404114,0.9952380657196045,0.20942406356334686
1.0,0.1999209225177765,0.9952380657196045,0.21040774881839752
0.9941860437393188,0.22413180768489838,0.9928571581840515,0.20915105938911438
1.0,0.21240505576133728,0.9976190328598022,0.204364612698555
0.9904240965843201,0.220322385430336,1.0,0.19259054958820343
1.0,0.19392722845077515,1.0,0.19295427203178406
0.9832421541213989,0.23262867331504822,0.9833333492279053,0.24156969785690308
0.949999988079071,0.2906074523925781,0.976190447807312,0.2520334720611572
